type,id,attributes.state,attributes.lastLocationUpdate,attributes.lastStateChange,attributes.batteryLevel,attributes.currentRangeMeters,attributes.lat,attributes.lng,attributes.maxSpeed,attributes.zoneId,attributes.code,attributes.iotVendor,attributes.licencePlate,attributes.isRentable,attributes.vehicleType,attributes.hasHelmetBox,attributes.hasHelmet
vehicle,b56cf3f8-826e-45d1-bf61-27ec3c934210,ACTIVE,2023-09-22T08:42:50Z,2023-09-17T23:16:04Z,83,38000,51.343948,12.428733,20,LEIPZIG,365876,ninebot_g3,052WOS,True,escooter,False,False
vehicle,426cb691-322d-4ae6-ad36-b61ccbbcfed1,ACTIVE,2023-09-22T01:55:07Z,2023-09-21T20:24:07Z,91,42000,51.332281,12.395359,20,LEIPZIG,368102,ninebot_g3,042WOD,True,escooter,False,False
vehicle,0aeccd44-5cfe-45eb-9765-9b32e4c73bd6,ACTIVE,2023-09-21T17:24:10Z,2023-09-15T09:53:46Z,40,14000,51.322807,12.339358,20,LEIPZIG,368129,ninebot_g3,990WOS,True,escooter,False,False
vehicle,19406802-3a61-474f-9d4a-f852290e4d04,ACTIVE,2023-09-21T20:33:52Z,2023-09-19T22:34:21Z,49,19000,51.348024,12.390922,20,LEIPZIG,368289,ninebot_g3,963WNT,True,escooter,False,False
vehicle,35ef0346-78fd-437b-9bca-203068efffc7,ACTIVE,2023-09-22T06:41:42Z,2023-09-21T00:46:11Z,75,34000,51.332327,12.395432,20,LEIPZIG,368299,ninebot_g3,007WOD,True,escooter,False,False
vehicle,1ffcb6d8-b74f-40c8-adfd-d34dc1e140e4,ACTIVE,2023-09-22T08:39:20Z,2023-09-20T21:11:49Z,89,41000,51.364014,12.402615,20,LEIPZIG,368302,ninebot_g3,177WOD,True,escooter,False,False
vehicle,3004db0a-1f94-42ed-8388-dd7be90ae0a5,ACTIVE,2023-09-21T22:35:21Z,2023-09-19T20:48:39Z,79,36000,51.344737,12.382776,20,LEIPZIG,368303,ninebot_g3,185WOD,True,escooter,False,False
vehicle,0b3f60bf-c39a-459c-8d71-333bd920fa75,ACTIVE,2023-09-22T07:50:09Z,2023-09-20T20:34:07Z,90,42000,51.349883,12.463292,20,LEIPZIG,368314,ninebot_g3,089WOD,True,escooter,False,False
vehicle,54989692-69fa-4fbc-afe8-b9e466a3b388,ACTIVE,2023-09-22T07:10:21Z,2023-09-20T19:29:27Z,40,14000,51.319637,12.342108,20,LEIPZIG,368341,ninebot_g3,109WOD,True,escooter,False,False
vehicle,166d91f3-4e37-43cf-9d1c-9281ae71f879,ACTIVE,2023-09-22T08:10:08Z,2023-09-18T19:11:59Z,85,39000,51.302701,12.426366,20,LEIPZIG,368452,ninebot_g3,024WOD,True,escooter,False,False
